date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
2015-02-04,shot,gun,35.0,M,H,Tempe,CA,False,undetermined,Foot,False,-120.613,38.19,True
2015-11-15,shot,gun,56.0,F,W,Germantown,TN,False,attack,Car,False,-85.759,38.332,True
2020-02-25,shot,knife,49.0,M,W,Pocatello,WA,True,other,Not fleeing,False,-112.075,33.445,True
2018-11-09,shot,gun,19.0,M,W,Minneapolis,CA,True,attack,Not fleeing,False,-87.701,41.481,True
2022-10-18,shot,knife,33.0,M,W,San Diego,WA,True,attack,Not fleeing,False,-83.462,41.618,True
2015-08-12,shot,gun,36.0,M,W,Odessa,MO,False,attack,Not fleeing,True,-121.318,38.577,True
2016-05-26,shot,toy weapon,38.0,M,W,Socorro,SC,True,attack,Not fleeing,False,-95.667,33.122,True
2019-08-19,shot,knife,38.0,M,B,Los Angeles,LA,True,attack,Not fleeing,False,-121.318,38.577,True
2018-05-02,shot,gun,74.0,M,W,Columbus,UT,False,undetermined,Car,False,-121.959,37.361,True
2017-04-06,shot,gun,37.0,M,B,Newark,FL,True,other,Not fleeing,False,-87.833,42.349,True
2019-12-23,shot,knife,33.0,M,H,San Antonio,CA,False,other,Not fleeing,False,-118.296,33.939,True
2017-06-21,shot,unarmed,30.0,M,W,Nevada,FL,False,other,Not fleeing,True,-84.297,33.77,True
2015-10-22,shot,gun,52.0,M,H,Shreveport,IL,False,other,Car,False,-95.384,35.947,True
2018-01-23,shot,gun,59.0,M,H,Bradenton,AZ,True,other,Not fleeing,True,-87.349,41.486,True
2015-11-17,shot,gun,28.0,M,W,Weatherford,MO,True,other,,False,-90.007,34.946,True
2018-03-16,shot,gun,23.0,M,H,Jonesborough,TX,True,other,Foot,False,-84.57,37.879,True
2015-12-02,shot,gun,50.0,M,W,Deming,IA,False,attack,Not fleeing,False,-111.926,33.488,True
2018-09-14,shot,vehicle,62.0,M,W,Detroit,NV,False,attack,Not fleeing,True,-121.418,38.549,True
2016-08-16,shot,gun,36.0,M,B,Lenoir,IL,False,attack,Not fleeing,False,-91.169,30.536,True
2015-03-19,shot,gun,37.0,M,W,Cleveland,KS,False,attack,Car,False,-117.94,33.819,True
2018-07-22,shot,knife,38.0,F,B,Riverside,NC,False,other,Not fleeing,False,-75.143,40.04,True
2016-09-06,shot,vehicle,46.0,M,O,Omaha,CA,False,attack,Not fleeing,False,-118.332,45.715,True
2016-03-23,shot,vehicle,21.0,M,B,Thornton,HI,False,attack,Car,False,-81.906,28.861,True
2016-07-24,shot,sword,50.0,M,B,Winchester,CA,False,other,Not fleeing,False,-76.314,40.031,True
2017-10-02,shot,gun,42.0,M,W,West Ouachita,IN,False,attack,Foot,False,-88.045,43.064,True
2017-04-28,shot,gun,59.0,M,W,Atlanta,MN,False,other,Car,False,-105.257,39.938,True
2017-05-12,shot,gun,66.0,M,W,Jupiter,OR,False,attack,,False,-87.51,37.993,True
2017-07-17,shot,unarmed,40.0,M,W,San Antonio,OH,False,attack,Not fleeing,False,-114.496,34.767,True
2015-02-23,shot and Tasered,gun,27.0,M,W,Millbrook,KY,False,attack,Foot,True,-86.109,39.813,True
2015-03-11,shot,vehicle,54.0,M,B,Hoover,NY,True,other,Car,False,-76.879,40.249,True
2017-08-02,shot,knife,66.0,M,W,Richmond,MS,False,attack,Not fleeing,False,-122.884,43.738,True
2017-02-16,shot,gun,25.0,M,B,Gardena,NC,False,other,Foot,False,-119.377,36.548,True
2020-01-01,shot,gun,40.0,M,B,Grass Valley,TX,False,other,Car,False,-113.991,46.877,True
2020-05-09,shot,gun,24.0,M,A,Calypso,CA,False,attack,Not fleeing,False,-80.311,25.979,True
2016-10-02,shot,gun,46.0,M,W,Los Angeles,FL,False,attack,,False,-83.829,31.53,True
2019-06-13,shot,BB gun,25.0,M,W,Jacksonville,ME,True,other,Foot,False,-93.099,34.454,True
2016-10-18,shot and Tasered,undetermined,21.0,M,B,Tulsa,DC,False,other,Not fleeing,False,-92.175,38.571,True
2019-03-31,shot,unarmed,38.0,M,B,Fairbanks,MS,True,attack,Not fleeing,False,-95.4,29.951,True
2016-07-14,shot,gun,43.0,M,W,Baltimore,IN,False,other,Not fleeing,False,-94.937,46.616,True
2018-02-10,shot,gun,44.0,M,W,Kingman,CA,True,attack,Not fleeing,True,-121.788,38.009,True
2020-06-13,shot,gun,39.0,M,W,San Bernardino,FL,False,attack,Not fleeing,False,-90.229,38.673,True
2020-02-24,shot,gun,39.0,M,B,Arnold,MD,False,other,Car,False,-96.665,34.782,True
2018-03-06,shot,unarmed,24.0,M,W,San Francisco,CA,True,other,Not fleeing,False,-117.028,32.956,True
2019-06-18,shot,gun,27.0,M,B,Syracuse,MN,False,other,Not fleeing,False,-95.27,29.763,True
2016-04-20,shot,knife,64.0,M,B,Perryville,TX,False,other,Car,False,-83.558,35.837,True
2019-08-26,shot,gun,41.0,M,W,Knoxville,CA,True,attack,Not fleeing,False,-82.792,27.978,True
2022-05-25,shot,gun,23.0,M,B,Myrtle Creek,NC,False,attack,Not fleeing,False,-106.545,35.318,True
2017-01-30,shot,unarmed,39.0,M,W,Kiowa,OK,True,attack,Foot,True,-90.188,41.842,True
2015-04-30,shot,knife,42.0,M,W,El Paso,MO,False,attack,Not fleeing,False,-112.327,43.312,True
2016-06-25,shot,gun,51.0,M,W,Pinellas Park,TX,False,attack,Car,False,-97.516,35.45,True
2015-11-25,shot,gun,36.0,M,W,Ozark,WV,False,attack,Foot,False,-87.666,41.761,True
2018-11-13,shot,gun,32.0,M,W,Phoenix,FL,False,attack,Not fleeing,False,-112.055,41.146,True
2019-08-04,shot,gun,63.0,M,B,Hanceville,PA,False,attack,Not fleeing,False,-97.198,33.405,True
2021-09-01,shot,gun,31.0,M,W,Metairie,CO,False,attack,Car,False,-116.951,44.025,True
2019-08-27,shot,gun,33.0,M,W,Baton Rouge,MO,False,other,Not fleeing,False,-91.818,30.022,True
2021-07-25,shot,gun,34.0,F,B,Atlanta,VA,False,attack,Not fleeing,False,-81.824,26.473,True
2016-10-05,shot,gun,23.0,M,W,Boulder,FL,False,other,Not fleeing,False,-98.616,29.554,True
2015-12-13,shot,gun,38.0,M,W,Thurston County,VA,False,undetermined,Not fleeing,False,-111.813,40.675,True
2017-07-01,shot,gun,28.0,M,W,Lawndale,MD,False,attack,Foot,False,-87.07,35.786,True
2015-10-05,shot,unarmed,20.0,M,W,Midwest City,TX,False,attack,Foot,False,-102.983,41.122,True
2015-07-11,shot,gun,33.0,M,W,Olivehurst,MD,True,attack,Car,False,-81.332,28.514,True
2019-12-05,shot,vehicle,32.0,M,B,Miramar,WI,False,other,Car,False,-81.329,28.482,True
2016-07-04,shot,gun,37.0,M,W,San Jose,TX,False,attack,Not fleeing,False,-92.079,41.515,True
2015-02-17,shot,wrench,37.0,M,H,Gaston County,CA,True,attack,Not fleeing,True,-90.718,35.834,True
2016-06-04,shot,knife,51.0,M,W,Yreka,IA,False,attack,Not fleeing,False,-111.719,33.423,True
2019-05-15,shot,gun,27.0,M,W,Louisville,TN,False,other,Foot,False,-103.219,44.129,True
2017-04-24,shot,knife,54.0,M,W,Stewartstown,TN,True,other,Not fleeing,True,-85.339,40.193,True
2017-01-05,shot,knife,22.0,M,W,Monteagle,KS,False,other,Foot,False,-92.441,30.748,True
2019-11-25,shot,gun,20.0,M,H,Los Angeles,OK,False,undetermined,Foot,False,-93.531,44.791,True
2020-10-28,shot,gun,53.0,M,W,Tucson,KY,False,attack,Not fleeing,False,-97.372,35.74,True
2018-01-22,shot and Tasered,walking stick,32.0,M,H,Pueblo,AZ,True,other,Foot,False,-82.405,29.641,True
2017-07-21,shot,knife,36.0,M,W,Santa Ana,VA,True,other,Not fleeing,False,-90.644,44.218,True
2021-04-24,shot,knife,39.0,M,N,Los Angeles,AK,True,other,Not fleeing,False,-121.894,37.302,True
2015-03-19,shot,vehicle,36.0,M,W,Jacksonville,MO,False,attack,Car,False,-83.494,38.226,True
2015-09-23,shot,sword,21.0,M,W,McKinney,CO,True,other,Not fleeing,False,-104.722,40.434,True
2018-03-24,shot,gun,39.0,M,A,Nikolaevsk,GA,False,attack,Not fleeing,False,-111.875,42.09,True
2019-01-04,shot,knife,56.0,M,W,Amarillo,MO,True,attack,Foot,True,-82.345,35.802,True
2020-05-29,shot,gun,26.0,F,W,Temple Terrace,VA,False,attack,Foot,True,-121.018,38.975,True
2016-05-22,shot,gun,57.0,M,B,Jacksonville,MD,False,attack,Not fleeing,True,-76.315,36.944,True
2021-06-02,shot,gun,44.0,M,W,Cartwright,OR,False,attack,Foot,False,-104.876,39.595,True
2017-06-07,shot,knife,50.0,M,H,Dundalk,NV,False,attack,Not fleeing,False,-77.572,35.927,True
2018-03-12,shot,gun,54.0,M,H,Elgin,AZ,True,attack,Not fleeing,True,-88.895,32.543,True
2016-09-08,shot,vehicle,25.0,M,B,Delhi,NY,False,attack,Foot,False,-79.322,42.434,True
2016-01-05,shot,gun,32.0,M,B,Johnson City,TX,False,attack,Not fleeing,True,-85.451,37.806,True
2019-11-16,shot,gun,48.0,M,W,Mesa,AR,False,attack,Foot,False,-76.99,38.803,True
2015-09-05,shot,gun,25.0,M,W,Durham,NH,False,attack,,True,-78.882,35.984,True
2017-03-28,shot,gun,43.0,M,W,Lafayette,OR,False,attack,Not fleeing,False,-111.978,33.378,True
2017-11-25,shot,gun,57.0,F,W,Penasco,KY,False,attack,Not fleeing,False,-87.18,37.787,True
2019-04-17,shot,undetermined,43.0,M,B,Flint,NJ,False,attack,Car,False,-93.307,37.236,True
2015-04-16,shot,knife,27.0,M,W,Shafter,ID,False,attack,Not fleeing,False,-71.903,42.244,True
2019-04-10,shot,gun,48.0,M,W,Pinellas Park,TN,False,attack,,False,-111.161,32.18,True
2018-10-10,shot,gun,27.0,M,W,El Paso,MO,False,attack,Car,False,-105.752,41.322,True
2017-10-23,shot,gun,53.0,M,W,Standing Rock Reservation,OK,True,attack,Not fleeing,True,-104.822,38.809,True
2020-11-04,shot,rock,41.0,M,B,Jacksonville,OH,True,attack,Not fleeing,False,-105.45,44.302,True
2017-02-25,shot,gun,32.0,M,H,Rocklin,CA,True,other,Not fleeing,False,-92.263,37.131,True
2022-09-07,shot,gun,26.0,M,W,St. Louis,CA,True,other,Not fleeing,True,-97.592,40.882,True
2020-09-30,shot,knife,33.0,M,W,Decatur,FL,False,attack,Not fleeing,False,-87.806,41.849,True
2015-11-11,shot,toy weapon,17.0,M,W,Baltimore,TX,False,attack,Foot,False,-70.859,43.839,True
2018-06-23,shot,gun,42.0,M,H,Monroe,TX,False,attack,Foot,False,-84.957,32.422,True
2017-11-10,shot,hammer,20.0,M,W,Phoenix,FL,False,other,Not fleeing,False,-75.154,39.966,True
2015-11-29,shot and Tasered,unarmed,60.0,M,W,Sun City,SC,False,attack,Foot,False,-81.401,28.45,True
2015-05-29,shot,gun,24.0,M,B,Wilderville,NC,False,attack,Foot,False,-74.209,40.707,True
2016-09-12,shot,knife,37.0,M,W,Colton,NC,False,other,Not fleeing,False,-102.372,31.856,True
2017-05-06,shot,knife,32.0,M,W,San Diego,NC,False,other,Not fleeing,False,-84.296,33.582,True
2017-09-05,shot,knife,30.0,M,B,Kendale Lakes,VA,False,other,Not fleeing,False,-120.371,36.145,True
2020-10-27,shot,gun,39.0,M,H,Las Vegas,MD,False,attack,Not fleeing,False,-118.338,34.098,True
2017-10-31,shot,knife,18.0,M,W,Riverside,GA,False,other,Not fleeing,False,-72.447,41.79,True
2020-10-16,shot,gun,24.0,F,W,Huntsville,AZ,False,attack,Foot,False,-96.679,32.807,True
2022-08-06,shot,unarmed,25.0,M,W,Lawrence County,TX,False,attack,Other,False,-84.402,42.244,True
2018-08-03,shot,gun,34.0,M,B,Deer Park,KS,True,attack,Not fleeing,True,-83.116,42.591,True
2016-08-19,shot,gun,24.0,M,W,East Ridge,MO,False,other,Car,False,-106.765,32.309,True
2015-02-04,shot,vehicle,48.0,M,O,Tempe,CA,False,attack,Car,True,-83.741,34.265,True
2017-01-07,shot,gun,50.0,M,W,Fairland,MO,False,attack,Foot,False,-71.917,42.922,True
2016-12-17,shot,unarmed,32.0,M,H,Los Angeles,CA,True,other,Foot,False,-94.556,39.034,True
2018-06-11,shot,baseball bat,48.0,M,W,Silver Spring,WA,False,attack,Not fleeing,False,-95.669,39.05,True
2018-09-18,shot and Tasered,knife,41.0,M,H,Marysville,IL,False,attack,Not fleeing,False,-84.484,33.923,True
2022-11-27,shot,knife,23.0,M,W,St. Petersburg,IN,False,other,Not fleeing,False,-98.493,29.529,True
2020-04-06,shot,gun,29.0,M,B,North Miami Beach,NC,False,other,Not fleeing,False,-86.594,36.267,True
2018-08-05,shot,gun,37.0,M,W,St. Paul,AR,False,other,Not fleeing,False,-112.019,40.653,True
2016-05-18,shot,gun,36.0,M,B,New York,NY,True,other,Not fleeing,False,-117.228,33.939,True
2019-05-22,shot,gun,64.0,M,W,Inman,UT,False,attack,Not fleeing,False,-87.552,35.551,True
2017-10-01,shot,vehicle,34.0,F,W,St. Louis,IN,False,attack,Car,False,-87.18,37.787,True
2016-04-11,shot,gun,29.0,M,W,Chicago,TX,False,attack,Not fleeing,False,-83.199,42.459,True
2021-01-10,shot,knife,28.0,M,W,Killeen,OH,True,attack,Not fleeing,True,-97.09,31.643,True
2015-10-24,shot,gun,55.0,M,W,Highgrove,CA,False,attack,Not fleeing,False,-112.139,33.863,True
2016-06-13,shot,gun,31.0,M,H,Tiverton,CA,True,attack,Foot,True,-74.301,40.405,True
2018-02-14,shot,gun,19.0,M,H,Merrillville,CO,False,attack,Foot,False,-94.644,39.048,True
2015-11-19,shot,gun,25.0,M,H,Washington,IL,False,attack,Foot,False,-77.572,35.927,True
2020-09-28,shot,gun,33.0,M,B,Avondale,GA,False,attack,Not fleeing,False,-104.772,39.726,True
2019-03-09,shot,gun,23.0,M,W,Monahans,OK,False,other,Car,False,-121.624,39.752,True
2017-09-30,shot,gun,27.0,M,B,Palatka,MN,False,attack,Not fleeing,False,-122.226,37.487,True
2022-05-02,shot,knife,28.0,M,B,Ozark,MI,False,attack,Not fleeing,True,-106.67,35.051,True
2020-06-01,shot,Taser,25.0,M,W,Fayetteville,PA,False,attack,Not fleeing,False,-118.266,34.023,True
2015-03-11,shot,gun,65.0,M,H,Santa Ana,AZ,True,attack,Not fleeing,False,-82.182,28.195,True
2015-08-03,shot,gun,35.0,M,W,Oakland,MO,True,other,Not fleeing,False,-149.9,61.218,True
2018-07-01,shot,knife,50.0,M,W,Panora,OH,False,attack,,False,-85.336,42.231,True
2018-10-31,shot,gun,26.0,M,B,Jacksonville,CA,True,attack,Not fleeing,True,-103.196,34.392,True
2019-09-24,shot,vehicle,41.0,M,O,Richlands,FL,False,attack,Car,False,-97.823,29.649,True
2019-02-02,shot,gun,27.0,M,W,Buford,FL,False,attack,Not fleeing,False,-105.142,39.752,True
2015-09-04,shot,gun,47.0,M,W,Mitchell,IN,True,attack,Not fleeing,False,-104.798,39.628,True
2021-07-16,shot,knife,30.0,M,W,Gaithersburg,MO,False,other,Not fleeing,False,-81.317,28.575,True
2021-02-21,shot,gun,37.0,M,W,Jacksonville,NY,False,attack,,True,-97.226,37.657,True
2017-11-18,shot,gun,32.0,M,W,Prichard,FL,False,attack,Not fleeing,True,-111.8,33.39,True
2015-12-27,shot,undetermined,33.0,M,W,Lucedale,NC,False,undetermined,,False,-82.65,34.503,True
2017-11-11,shot,knife,20.0,M,A,Dakota City,TX,True,attack,Not fleeing,False,-82.566,37.233,True
2022-03-27,shot,gun,33.0,M,B,San Benito,MI,False,attack,Foot,False,-107.745,32.261,True
2020-02-14,shot,unknown weapon,28.0,M,W,Commerce City,AZ,False,attack,Not fleeing,False,-87.861,30.421,True
2021-06-08,shot,gun,52.0,M,H,Columbus,CA,False,attack,Not fleeing,False,-87.861,30.421,True
2019-12-06,shot,gun,53.0,M,W,Bentonville,WI,False,attack,Not fleeing,False,-80.356,25.605,True
2019-09-09,shot,gun,32.0,M,W,Phoenix,GA,False,attack,Car,False,-68.014,46.685,True
2019-02-22,shot,gun,57.0,M,W,Walton,TN,False,attack,Car,False,-78.12,34.351,True
2016-11-16,shot,knife,41.0,M,H,Whittier,CA,False,attack,Not fleeing,False,-124.111,43.699,True
2016-03-14,shot,knife,19.0,M,W,Chicago,NM,False,attack,Not fleeing,False,-105.669,33.313,True
2021-01-29,shot,hammer,20.0,M,B,La Quinta,AR,False,other,,False,-97.133,33.215,True
2019-05-17,shot,gun,43.0,M,B,Pasadena,KY,False,attack,Not fleeing,False,-87.834,42.456,True
2017-01-18,shot,gun,22.0,M,W,Dallas,MN,False,other,Car,False,-88.414,44.262,True
2017-02-07,shot,vehicle,21.0,M,W,Mt. Pleasant,NM,False,attack,Car,False,-87.88,36.969,True
2015-10-15,shot,gun,79.0,M,W,Miami,TX,False,attack,Not fleeing,False,-84.992,33.628,True
2015-06-11,shot,gun,47.0,M,W,Miami,OK,True,attack,Not fleeing,False,-116.269,33.697,True
2018-06-04,shot,gun,18.0,M,B,Springfield,TX,False,attack,Not fleeing,False,-95.317,36.308,True
2022-06-03,shot,unarmed,53.0,M,W,Lakeland,IN,False,other,Not fleeing,False,-112.238,33.452,True
2016-05-03,shot,gun,38.0,M,B,Visalia,FL,True,attack,Car,False,-86.564,34.614,True
2018-06-07,shot,gun,54.0,M,W,Gary,CA,True,attack,Not fleeing,False,-86.824,33.482,True
2022-10-13,shot,gun,19.0,M,N,Topeka,WA,False,attack,Car,False,-121.483,38.426,True
2020-11-30,shot,gun,24.0,M,W,Pensacola,SD,False,other,Not fleeing,False,-71.072,42.329,True
2018-09-04,shot,unknown weapon,32.0,M,H,Westminster,CA,False,other,Other,False,-116.952,32.808,True
2018-04-20,shot,gun,22.0,M,W,Foresthill,TN,False,attack,Foot,False,-83.684,43.009,True
2018-03-29,shot,gun,26.0,M,W,Pasadena,KY,False,attack,,False,-98.484,29.363,True
2015-03-17,shot,gun,29.0,M,W,Dublin,KY,True,attack,Foot,False,-73.938,40.718,True
2017-02-28,shot,gun,61.0,M,H,Houma,CA,False,attack,Not fleeing,False,-98.431,33.883,True
2017-03-29,shot,gun,21.0,M,H,Byars,FL,False,other,Not fleeing,False,-97.525,35.522,True
2019-09-14,shot,gun,29.0,M,W,Plainview,OR,True,attack,Not fleeing,False,-121.302,38.697,False
2015-11-25,shot,gun and knife,52.0,M,W,Springfield,KS,True,other,Not fleeing,True,-96.735,40.267,True
2017-07-08,shot,gun,34.0,M,W,Newton Grove,IL,True,attack,Not fleeing,False,-85.647,42.906,True
2020-09-03,shot,gun,40.0,M,H,Lacey,MD,False,attack,Foot,False,-95.241,30.043,True
2020-01-21,shot,gun,29.0,M,B,Jacksonville,OH,True,other,Not fleeing,False,-87.92,43.012,True
2016-03-05,shot,vehicle,31.0,M,B,Cheektowaga,OH,False,attack,Car,False,-117.412,47.656,True
2015-12-24,shot,unarmed,20.0,M,A,Charlotte,CO,True,other,Not fleeing,False,-77.623,43.238,True
2015-07-17,shot,unarmed,84.0,M,B,Seattle,MD,True,undetermined,Not fleeing,False,-90.244,38.724,True
2016-06-03,shot,gun,24.0,F,W,Wasilla,GA,False,other,Not fleeing,False,-81.92,36.715,True
2020-10-12,shot,knife,38.0,M,W,Albuquerque,TX,False,attack,Not fleeing,False,-85.307,34.989,True
2016-06-13,shot,flashlight,46.0,M,W,Vancouver,CA,True,attack,Not fleeing,False,-87.15,36.809,True
2019-02-03,shot,crowbar,36.0,M,B,Orange Park,FL,True,attack,Not fleeing,True,-80.349,39.292,True
2017-12-21,shot,gun,35.0,F,W,Schertz,WA,True,attack,Not fleeing,False,-79.393,40.411,True
2015-07-17,shot,gun,30.0,M,W,Orlando,TX,True,attack,Car,False,-117.143,33.135,True
2016-09-16,shot,gun,38.0,F,W,Tulsa,CA,False,attack,,False,-117.066,32.562,True
2020-04-26,shot,unarmed,45.0,M,W,La Plata,DE,False,other,Car,False,-89.432,36.112,True
2016-02-13,shot,knife,17.0,M,B,Baton Rouge,CA,False,other,Not fleeing,False,-84.854,42.548,True
2015-04-22,shot,gun,19.0,M,W,Portsmouth,MI,False,attack,Not fleeing,False,-105.028,40.407,True
2015-05-25,shot,gun,24.0,M,A,Austin,CO,False,other,Not fleeing,False,-92.027,30.179,True
2021-10-12,shot,gun,23.0,M,H,Anderson,TX,True,other,Not fleeing,False,-83.768,35.271,True
2019-07-18,shot,knife,24.0,M,B,Fort Worth,FL,True,attack,Not fleeing,False,-122.275,38.285,True
2017-10-08,shot,gun,17.0,M,W,Pinetop-Lakeside,AR,False,attack,Not fleeing,False,-84.06,35.603,True
2019-01-05,shot,unarmed,37.0,M,H,Lemon Grove,CA,False,other,Car,False,-105.042,39.9,True
2022-05-16,shot,sharp object,41.0,M,W,Benton,IN,False,other,Not fleeing,True,-104.771,38.816,True
2016-03-30,shot,gun,40.0,M,H,Jackson,TX,False,other,Not fleeing,False,-94.86,36.191,True
2019-01-02,shot,gun,53.0,M,H,Whitehaven,CA,True,attack,,False,-120.613,38.19,True
2015-12-06,shot,gun,22.0,M,W,Seattle,CT,False,attack,Not fleeing,False,-83.389,34.88,True
2017-08-18,shot,gun,67.0,M,B,Fairchance,IL,False,attack,Not fleeing,False,-96.821,32.711,True
2016-03-06,shot,gun,23.0,M,W,Azle,TN,False,attack,Foot,False,-81.95,28.039,True
2016-10-26,shot,gun,60.0,M,B,Carrollton,IL,False,attack,Not fleeing,False,-90.091,29.962,True
2017-11-24,shot,gun,21.0,M,W,Yuma,MN,False,other,Not fleeing,False,-105.019,39.663,True
2016-10-03,shot,gun,48.0,M,W,Ventnor,GA,False,other,Not fleeing,False,-81.055,34.106,True
2015-09-02,shot,ax,29.0,M,W,Prescott,WI,True,attack,Not fleeing,True,-106.611,35.199,True
2016-10-30,shot,gun,50.0,M,W,Boston,NV,False,other,Foot,False,-117.9,34.129,True
2018-10-18,shot,knife,37.0,M,B,Vineland,MO,False,other,Not fleeing,False,-122.742,38.459,True
2015-06-24,shot,gun,30.0,M,W,York County,NY,False,attack,Not fleeing,False,-105.03,40.588,True
2019-10-21,shot,gun,23.0,M,W,Hillsboro,TX,False,attack,Car,False,-149.803,61.202,True
2019-08-04,shot,vehicle,24.0,M,H,Dayton,FL,False,attack,Not fleeing,False,-121.844,36.622,True
2019-03-27,shot,gun,29.0,M,H,Manchester,CA,False,other,Not fleeing,True,-78.368,33.979,True
2018-04-04,shot,gun,33.0,M,W,Phoenix,ME,True,other,Car,False,-111.841,33.254,True
2019-12-21,shot,knife,19.0,M,W,Carroll County,IN,False,attack,Not fleeing,False,-87.845,42.364,True
2017-11-04,shot,barstool,19.0,M,W,Bakersfield,CO,True,attack,Not fleeing,False,-84.61,33.49,True
2017-05-15,shot,unknown weapon,21.0,M,W,Del Mar,NY,False,other,Not fleeing,False,-114.223,35.222,True
2017-05-08,shot,toy weapon,36.0,M,H,Rancho Cordova,AZ,True,other,Not fleeing,False,-84.129,34.225,True
2015-07-30,shot,gun,30.0,M,W,Whittier,MN,False,attack,Not fleeing,False,-78.849,38.436,True
2018-03-24,shot,vehicle,60.0,M,W,Nikolaevsk,KY,False,attack,Foot,False,-84.585,39.118,True
2015-10-26,shot,unarmed,55.0,M,B,Tampa,CA,False,other,Car,False,-111.9,40.75,True
2015-05-26,shot,vehicle,17.0,M,W,Snohomish,NC,False,attack,Car,False,-122.316,47.322,True
2022-11-02,shot,vehicle,50.0,M,W,Jacksonville,WI,False,attack,Car,False,-118.95,35.354,True
2021-06-14,shot,undetermined,35.0,M,W,Bakersfield,CO,False,undetermined,Foot,False,-81.023,29.12,True
2015-05-08,shot,gun,26.0,M,B,Kearny,TX,True,other,Not fleeing,False,-81.402,28.536,True
2022-05-25,shot,knife,24.0,M,W,Myrtle Creek,NY,True,attack,,False,-122.233,47.385,True
2019-05-29,shot,unknown weapon,62.0,M,N,Wilmington,MN,False,other,Other,False,-80.349,39.292,True
2020-12-02,shot,gun,40.0,M,W,Redding,OH,False,attack,Car,False,-82.947,40.115,True
2017-07-27,shot,knife,29.0,M,H,Grand Terrace,SC,False,other,Not fleeing,False,-105.672,35.492,True
2016-05-18,shot,gun,21.0,M,B,Sullivan,TN,False,other,Not fleeing,False,-84.463,33.463,True
2021-03-31,shot,knife,32.0,F,W,Chicago,IL,False,attack,Not fleeing,False,-111.721,32.942,True
2016-03-17,shot,gun,47.0,M,H,Tampa,AZ,False,attack,,False,-73.98,41.518,True
2016-08-18,shot,gun,42.0,M,B,Poway,NC,False,attack,Not fleeing,False,-73.973,40.785,True
2015-11-17,shot,vehicle,38.0,M,W,Little Egg Harbor,NC,False,attack,Car,False,-75.716,39.45,True
2018-09-16,shot,gun,28.0,M,W,Manitowoc,UT,False,attack,Car,False,-89.365,43.083,True
2016-03-21,shot,gun,52.0,M,H,Burlington,IL,True,attack,Foot,False,-83.245,37.38,True
2015-09-26,shot,knife,32.0,M,W,Lovington,VA,False,other,Not fleeing,False,-86.615,38.547,True
2019-05-30,shot,gun,38.0,M,W,Amarillo,SC,False,attack,Not fleeing,False,-118.453,34.308,True
2019-12-09,shot,toy weapon,58.0,M,W,St. Helena Parish,NY,False,attack,Not fleeing,False,-94.723,31.345,True
2015-06-19,shot,gun,43.0,M,B,Boston,MI,True,attack,Foot,False,-87.978,41.856,True
2017-05-15,shot,gun,50.0,M,H,Johnson City,CA,False,attack,Car,True,-81.862,26.615,True
2019-10-13,shot,gun,36.0,M,W,Glendale,NM,False,other,Car,False,-112.221,33.495,True
2018-11-23,shot,gun,25.0,M,W,Detroit,KY,False,attack,,False,-103.22,40.622,True
2016-04-11,shot,gun,55.0,F,W,Chicago,CA,False,other,,True,-111.254,47.515,True
2017-04-15,shot,knife,46.0,M,W,Colebrook Township,WV,True,attack,Foot,False,-84.136,39.669,True
2017-04-30,shot,gun,28.0,M,W,University City,MA,False,attack,Car,True,-77.561,34.816,True
2015-12-27,shot,gun,25.0,M,A,Tempe,MN,False,attack,Not fleeing,False,-118.209,33.917,True
2016-03-10,shot,knife,29.0,M,B,Reno,VA,False,attack,Not fleeing,False,-91.988,34.981,True
2019-09-19,shot,knife,28.0,M,W,Long Beach,FL,True,other,Not fleeing,False,-119.898,36.808,True
2018-01-03,shot,knife,36.0,M,W,Oakland,TX,False,other,Not fleeing,False,-95.538,29.651,True
2018-08-05,shot,knife,35.0,M,W,Las Cruces,WV,False,other,Not fleeing,False,-94.522,46.817,True
2019-05-14,shot,sword,22.0,F,W,Las Vegas,KY,False,attack,Not fleeing,False,-81.377,28.52,True
2016-10-18,shot,sharp object,33.0,M,W,Benton Harbor,OK,False,attack,Not fleeing,True,-106.527,35.146,True
2015-09-15,shot,gun,20.0,M,W,Alexandria,NC,False,attack,Not fleeing,False,-80.651,32.899,True
2018-03-19,shot,undetermined,38.0,M,W,Lone Rock,FL,False,undetermined,,False,-90.024,35.075,True
2017-04-19,shot,gun,32.0,M,W,Wilmington,IN,False,other,Not fleeing,False,-123.926,45.993,True
2022-03-18,shot,gun,51.0,M,H,Sterling,CA,True,attack,Not fleeing,False,-82.566,37.233,True
2016-06-27,shot,unarmed,51.0,M,B,Laguna Pueblo,TX,False,other,Not fleeing,False,-111.887,40.7,True
2016-06-22,shot,vehicle,27.0,M,B,Walls,NC,False,attack,Car,False,-121.919,42.518,True
2015-11-11,shot,gun,41.0,M,B,Aiken,WI,False,attack,Not fleeing,False,-80.872,35.33,True
2018-07-20,shot,gun,52.0,M,W,Lady Lake,CA,False,other,Car,False,-73.238,40.783,True
2019-08-04,shot,gun,53.0,M,W,Hanceville,CA,False,attack,Not fleeing,False,-105.175,39.776,True
